MARITIME ball on MARITIME35.
Total,"9 plays , 20 yards Time of Possession: 5:35"
Mt. St. Joseph at 06:59
1st and 10 at MTSTJOSE09,MT. ST. JOSEPH drive start at 06:59.
1st and 10 at MTSTJOSE09,Chaiten Tomlin pass incomplete to Austin Brock.
2nd and 10 at MTSTJOSE09,Chaiten Tomlin pass incomplete to Austin Brock (J. Snuffer).
3rd and 10 at MTSTJOSE09,"Timeout Mt. St. Joseph, clock 06:47."
3rd and 10 at MTSTJOSE09,"Chaiten Tomlin sacked for loss of 9 yards to the MTSTJOSE0 (W. Betencourt), W. Betencourt safety, clock 06:37."
1st and GOAL at MTSTJOSE20,"Ryan Murray kickoff 42 yards to the MARITIME38, M. Cebulski return 6 yards to the MARITIME44 (Nathan Stone)."
Total,"3 plays , -9 yards Time of Possession: 0:22"
Maritime (N.Y.) at 06:30
1st and 10 at MARITIME44,MARITIME (N.Y.) drive start at 06:30.
1st and 10 at MARITIME44,C. Schiavone rush for 5 yards to the MARITIME49 (Nick Brokering).
2nd and 5 at MARITIME49,C. Schiavone rush for 3 yards to the MTSTJOSE48 (Sean Sullivan;David Guck).
3rd and 2 at MTSTJOSE48,"C. Schiavone rush for 3 yards to the MTSTJOSE45, 1ST DOWN MARITIME (Sean Sullivan)."
1st and 10 at MTSTJOSE45,C. Schiavone rush for 2 yards to the MTSTJOSE43 (Nathan Stone).
2nd and 8 at MTSTJOSE43,C. Schiavone rush for 7 yards to the MTSTJOSE36 (D. Laudermilk).
3rd and 1 at MTSTJOSE36,"C. Schiavone rush for 2 yards to the MTSTJOSE34, 1ST DOWN MARITIME (JJ Courtney)."
1st and 10 at MTSTJOSE34,C. Schiavone rush for 2 yards to the MTSTJOSE32 (Nathan Stone;Payton Leugers).
2nd and 8 at MTSTJOSE32,C. Schiavone rush for 3 yards to the MTSTJOSE29 (Nathan Stone).
3rd and 5 at MTSTJOSE29,"C. Schiavone rush for 6 yards to the MTSTJOSE23, 1ST DOWN MARITIME (Gavin Brennan)."
1st and 10 at MTSTJOSE23,J. Lynn rush for loss of 1 yard to the MTSTJOSE24.
2nd and 11 at MTSTJOSE24,J. Lynn rush for loss of 1 yard to the MTSTJOSE25.
3rd and 12 at MTSTJOSE25,"End of game, clock 00:00."
Total,"11 plays , 31 yards Time of Possession: 6:30"
